Province,Crime_Category,Year,Total_Crimes,Dacoity,Robbery,Murder,Speedy Trial,Riot,Woman & Child Repression,Kidnapping,Police Assault,Burglary,Theft,Other Cases,Arms Act,Explosive,Narcotics,Smuggling,Total,Total Cases
Gauteng,Contact-related crime,2021,29399.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at non-residential premises,2021,12559.0,,,,,,,,,,,,,,,,,
Gauteng,Burglary at residential premises,2021,34363.0,,,,,,,,,,,,,,,,,
Gauteng,Theft of motor vehicle and motorcycle,2021,19465.0,,,,,,,,,,,,,,,,,
Gauteng,Theft out of or from motor vehicle,2021,23802.0,,,,,,,,,,,,,,,,,
Gauteng,Stock-theft,2021,886.0,,,,,,,,,,,,,,,,,
Gauteng,Property-related crime,2021,91075.0,,,,,,,,,,,,,,,,,
Gauteng,All theft not mentioned elsewhere,2021,68983.0,,,,,,,,,,,,,,,,,
Gauteng,Commercial crime,2021,33783.0,,,,,,,,,,,,,,,,,
Gauteng,Shoplifting,2021,13206.0,,,,,,,,,,,,,,,,,
Gauteng,17 Community reported serious crime,2021,407472.0,,,,,,,,,,,,,,,,,
Gauteng,Illegal possession of firearms and ammunition,2021,3610.0,,,,,,,,,,,,,,,,,
Gauteng,Drug-related crime,2021,29578.0,,,,,,,,,,,,,,,,,
Gauteng,Driving under the influence of alcohol or drugs,2021,18492.0,,,,,,,,,,,,,,,,,
Gauteng,Sexual offences detected as a result of police action,2021,928.0,,,,,,,,,,,,,,,,,
Gauteng,Crime detected as a result of police action,2021,52608.0,,,,,,,,,,,,,,,,,
Gauteng,Kidnapping,2021,4495.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences,2021,9617.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted murder,2021,5917.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Assault with the intent to inflict grievous bodily harm,2021,26518.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common assault,2021,24843.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Common robbery,2021,6438.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery with aggravating circumstances,2021,23897.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact crime (Crimes against the person),2021,103725.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Rape,2021,7966.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual assault,2021,1294.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Attempted sexual offences,2021,236.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact sexual offences,2021,121.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Carjacking,2021,3279.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at residential premises,2021,5221.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery at non-residential premises,2021,3403.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Robbery of cash in transit,2021,41.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Bank robbery,2021,0.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Truck hijacking,2021,83.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Arson,2021,1048.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Malicious damage to property,2021,15464.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Contact-related crime,2021,16512.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at non-residential premises,2021,13268.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Burglary at residential premises,2021,26006.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft of motor vehicle and motorcycle,2021,6151.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Theft out of or from motor vehicle,2021,10299.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Stock-theft,2021,6084.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Property-related crime,2021,61808.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,All theft not mentioned elsewhere,2021,34876.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Commercial crime,2021,16451.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Shoplifting,2021,6967.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Other serious crime,2021,58294.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,17 Community reported serious crime,2021,240339.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Illegal possession of firearms and ammunition,2021,3285.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Drug-related crime,2021,19965.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Sexual offences detected as a result of police action,2021,2121.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Crime detected as a result of police action,2021,30794.0,,,,,,,,,,,,,,,,,
KwaZulu-Natal,Kidnapping,2021,2520.0,,,,,,,,,,,,,,,,,
Limpopo,Murder,2021,1012.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences,2021,4309.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted murder,2021,1102.0,,,,,,,,,,,,,,,,,
Limpopo,Assault with the intent to inflict grievous bodily harm,2021,12192.0,,,,,,,,,,,,,,,,,
Limpopo,Common assault,2021,9534.0,,,,,,,,,,,,,,,,,
Limpopo,Common robbery,2021,2618.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery with aggravating circumstances,2021,6923.0,,,,,,,,,,,,,,,,,
Limpopo,Contact crime (Crimes against the person),2021,37690.0,,,,,,,,,,,,,,,,,
Limpopo,Rape,2021,3625.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual assault,2021,431.0,,,,,,,,,,,,,,,,,
Limpopo,Attempted sexual offences,2021,211.0,,,,,,,,,,,,,,,,,
Limpopo,Contact sexual offences,2021,42.0,,,,,,,,,,,,,,,,,
Limpopo,Carjacking,2021,537.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery at non-residential premises,2021,1821.0,,,,,,,,,,,,,,,,,
Limpopo,Robbery of cash in transit,2021,25.0,,,,,,,,,,,,,,,,,
Limpopo,Bank robbery,2021,0.0,,,,,,,,,,,,,,,,,
Limpopo,Truck hijacking,2021,31.0,,,,,,,,,,,,,,,,,
Limpopo,Arson,2021,340.0,,,,,,,,,,,,,,,,,
Limpopo,Malicious damage to property,2021,7428.0,,,,,,,,,,,,,,,,,
Limpopo,Contact-related crime,2021,7768.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at non-residential premises,2021,5403.0,,,,,,,,,,,,,,,,,
Limpopo,Burglary at residential premises,2021,11754.0,,,,,,,,,,,,,,,,,
Limpopo,Theft of motor vehicle and motorcycle,2021,821.0,,,,,,,,,,,,,,,,,
Limpopo,Theft out of or from motor vehicle,2021,3188.0,,,,,,,,,,,,,,,,,
Limpopo,Stock-theft,2021,2274.0,,,,,,,,,,,,,,,,,
Limpopo,Property-related crime,2021,23440.0,,,,,,,,,,,,,,,,,
Limpopo,All theft not mentioned elsewhere,2021,14679.0,,,,,,,,,,,,,,,,,
Limpopo,Commercial crime,2021,5095.0,,,,,,,,,,,,,,,,,
Limpopo,Shoplifting,2021,2899.0,,,,,,,,,,,,,,,,,
Limpopo,Other serious crime,2021,22673.0,,,,,,,,,,,,,,,,,
Limpopo,17 Community reported serious crime,2021,91571.0,,,,,,,,,,,,,,,,,
Limpopo,Illegal possession of firearms and ammunition,2021,476.0,,,,,,,,,,,,,,,,,
Limpopo,Drug-related crime,2021,5507.0,,,,,,,,,,,,,,,,,
Limpopo,Driving under the influence of alcohol or drugs,2021,3205.0,,,,,,,,,,,,,,,,,
Limpopo,Sexual offences detected as a result of police action,2021,2563.0,,,,,,,,,,,,,,,,,
Limpopo,Crime detected as a result of police action,2021,11751.0,,,,,,,,,,,,,,,,,
Limpopo,Kidnapping,2021,317.0,,,,,,,,,,,,,,,,,
Mpumalanga,Murder,2021,1201.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences,2021,3553.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted murder,2021,1401.0,,,,,,,,,,,,,,,,,
Mpumalanga,Assault with the intent to inflict grievous bodily harm,2021,10588.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common assault,2021,8481.0,,,,,,,,,,,,,,,,,
Mpumalanga,Common robbery,2021,2011.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery with aggravating circumstances,2021,8864.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact crime (Crimes against the person),2021,36099.0,,,,,,,,,,,,,,,,,
Mpumalanga,Rape,2021,3016.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual assault,2021,364.0,,,,,,,,,,,,,,,,,
Mpumalanga,Attempted sexual offences,2021,100.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact sexual offences,2021,73.0,,,,,,,,,,,,,,,,,
Mpumalanga,Carjacking,2021,1467.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at residential premises,2021,1475.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery at non-residential premises,2021,1978.0,,,,,,,,,,,,,,,,,
Mpumalanga,TRIO Crime,2021,4920.0,,,,,,,,,,,,,,,,,
Mpumalanga,Robbery of cash in transit,2021,21.0,,,,,,,,,,,,,,,,,
Mpumalanga,Truck hijacking,2021,210.0,,,,,,,,,,,,,,,,,
Mpumalanga,Arson,2021,288.0,,,,,,,,,,,,,,,,,
Mpumalanga,Contact-related crime,2021,6272.0,,,,,,,,,,,,,,,,,
Mpumalanga,Burglary at residential premises,2021,11604.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft of motor vehicle and motorcycle,2021,1676.0,,,,,,,,,,,,,,,,,
Mpumalanga,Theft out of or from motor vehicle,2021,4317.0,,,,,,,,,,,,,,,,,
Mpumalanga,Stock-theft,2021,2780.0,,,,,,,,,,,,,,,,,
Mpumalanga,Property-related crime,2021,25176.0,,,,,,,,,,,,,,,,,
Mpumalanga,All theft not mentioned elsewhere,2021,13359.0,,,,,,,,,,,,,,,,,
Mpumalanga,Commercial crime,2021,5924.0,,,,,,,,,,,,,,,,,
Mpumalanga,Shoplifting,2021,2631.0,,,,,,,,,,,,,,,,,
Mpumalanga,Other serious crime,2021,21914.0,,,,,,,,,,,,,,,,,
Mpumalanga,Illegal possession of firearms and ammunition,2021,740.0,,,,,,,,,,,,,,,,,
Mpumalanga,Drug-related crime,2021,4663.0,,,,,,,,,,,,,,,,,
Mpumalanga,Driving under the influence of alcohol or drugs,2021,2254.0,,,,,,,,,,,,,,,,,
Mpumalanga,Sexual offences detected as a result of police action,2021,10.0,,,,,,,,,,,,,,,,,
Mpumalanga,Crime detected as a result of police action,2021,7667.0,,,,,,,,,,,,,,,,,
Mpumalanga,Kidnapping,2021,893.0,,,,,,,,,,,,,,,,,
North West,Murder,2021,1029.0,,,,,,,,,,,,,,,,,
North West,Sexual offences,2021,3737.0,,,,,,,,,,,,,,,,,
North West,Attempted murder,2021,872.0,,,,,,,,,,,,,,,,,
North West,Assault with the intent to inflict grievous bodily harm,2021,13029.0,,,,,,,,,,,,,,,,,
North West,Common assault,2021,9391.0,,,,,,,,,,,,,,,,,
North West,Common robbery,2021,2232.0,,,,,,,,,,,,,,,,,
North West,Robbery with aggravating circumstances,2021,6492.0,,,,,,,,,,,,,,,,,
North West,Contact crime (Crimes against the person),2021,36782.0,,,,,,,,,,,,,,,,,
North West,Rape,2021,3098.0,,,,,,,,,,,,,,,,,
North West,Sexual assault,2021,337.0,,,,,,,,,,,,,,,,,
North West,Attempted sexual offences,2021,217.0,,,,,,,,,,,,,,,,,
North West,Contact sexual offences,2021,85.0,,,,,,,,,,,,,,,,,
North West,Carjacking,2021,519.0,,,,,,,,,,,,,,,,,
North West,Robbery at residential premises,2021,1080.0,,,,,,,,,,,,,,,,,
North West,Robbery at non-residential premises,2021,1389.0,,,,,,,,,,,,,,,,,
North West,TRIO Crime,2021,2988.0,,,,,,,,,,,,,,,,,
North West,Bank robbery,2021,0.0,,,,,,,,,,,,,,,,,
North West,Truck hijacking,2021,68.0,,,,,,,,,,,,,,,,,
North West,Arson,2021,268.0,,,,,,,,,,,,,,,,,
North West,Malicious damage to property,2021,6471.0,,,,,,,,,,,,,,,,,
North West,Contact-related crime,2021,6739.0,,,,,,,,,,,,,,,,,
North West,Burglary at non-residential premises,2021,4649.0,,,,,,,,,,,,,,,,,
North West,Burglary at residential premises,2021,11393.0,,,,,,,,,,,,,,,,,
North West,Theft of motor vehicle and motorcycle,2021,1652.0,,,,,,,,,,,,,,,,,
North West,Theft out of or from motor vehicle,2021,4554.0,,,,,,,,,,,,,,,,,
North West,Stock-theft,2021,2772.0,,,,,,,,,,,,,,,,,
North West,Property-related crime,2021,25020.0,,,,,,,,,,,,,,,,,
North West,All theft not mentioned elsewhere,2021,14054.0,,,,,,,,,,,,,,,,,
North West,Commercial crime,2021,5885.0,,,,,,,,,,,,,,,,,
North West,Shoplifting,2021,1708.0,,,,,,,,,,,,,,,,,
North West,Other serious crime,2021,21647.0,,,,,,,,,,,,,,,,,
North West,17 Community reported serious crime,2021,90188.0,,,,,,,,,,,,,,,,,
North West,Illegal possession of firearms and ammunition,2021,569.0,,,,,,,,,,,,,,,,,
North West,Drug-related crime,2021,4705.0,,,,,,,,,,,,,,,,,
North West,Driving under the influence of alcohol or drugs,2021,2479.0,,,,,,,,,,,,,,,,,
North West,Sexual offences detected as a result of police action,2021,741.0,,,,,,,,,,,,,,,,,
North West,Crime detected as a result of police action,2021,8494.0,,,,,,,,,,,,,,,,,
North West,Kidnapping,2021,507.0,,,,,,,,,,,,,,,,,
Northern Cape,Murder,2021,366.0,,,,,,,,,,,,,,,,,
Northern Cape,Sexual offences,2021,1317.0,,,,,,,,,,,,,,,,,
Northern Cape,Attempted murder,2021,780.0,,,,,,,,,,,,,,,,,
Northern Cape,Assault with the intent to inflict grievous bodily harm,2021,7017.0,,,,,,,,,,,,,,,,,
Northern Cape,Common assault,2021,5045.0,,,,,,,,,,,,,,,,,
Northern Cape,Common robbery,2021,999.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery with aggravating circumstances,2021,1323.0,,,,,,,,,,,,,,,,,
Northern Cape,Contact crime (Crimes against the person),2021,16847.0,,,,,,,,,,,,,,,,,
Northern Cape,Rape,2021,952.0,,,,,,,,,,,,,,,,,
Northern Cape,Sexual assault,2021,212.0,,,,,,,,,,,,,,,,,
Northern Cape,Attempted sexual offences,2021,101.0,,,,,,,,,,,,,,,,,
Northern Cape,Contact sexual offences,2021,52.0,,,,,,,,,,,,,,,,,
Northern Cape,Carjacking,2021,23.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery at residential premises,2021,141.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery at non-residential premises,2021,211.0,,,,,,,,,,,,,,,,,
Northern Cape,TRIO Crime,2021,375.0,,,,,,,,,,,,,,,,,
Northern Cape,Robbery of cash in transit,2021,2.0,,,,,,,,,,,,,,,,,
Northern Cape,Bank robbery,2021,0.0,,,,,,,,,,,,,,,,,
Northern Cape,Truck hijacking,2021,0.0,,,,,,,,,,,,,,,,,
Northern Cape,Arson,2021,179.0,,,,,,,,,,,,,,,,,
Northern Cape,Malicious damage to property,2021,3614.0,,,,,,,,,,,,,,,,,
Northern Cape,Contact-related crime,2021,3793.0,,,,,,,,,,,,,,,,,
Northern Cape,Burglary at non-residential premises,2021,2352.0,,,,,,,,,,,,,,,,,
Northern Cape,Burglary at residential premises,2021,5280.0,,,,,,,,,,,,,,,,,
Northern Cape,Theft of motor vehicle and motorcycle,2021,172.0,,,,,,,,,,,,,,,,,
Northern Cape,Theft out of or from motor vehicle,2021,2117.0,,,,,,,,,,,,,,,,,
Northern Cape,Stock-theft,2021,861.0,,,,,,,,,,,,,,,,,
Northern Cape,Property-related crime,2021,10782.0,,,,,,,,,,,,,,,,,
Northern Cape,All theft not mentioned elsewhere,2021,7286.0,,,,,,,,,,,,,,,,,
Northern Cape,Commercial crime,2021,1666.0,,,,,,,,,,,,,,,,,
Northern Cape,Shoplifting,2021,990.0,,,,,,,,,,,,,,,,,
Northern Cape,17 Community reported serious crime,2021,41364.0,,,,,,,,,,,,,,,,,
Northern Cape,Illegal possession of firearms and ammunition,2021,70.0,,,,,,,,,,,,,,,,,
Northern Cape,Drug-related crime,2021,1969.0,,,,,,,,,,,,,,,,,
Northern Cape,Driving under the influence of alcohol or drugs,2021,443.0,,,,,,,,,,,,,,,,,
Northern Cape,Sexual offences detected as a result of police action,2021,5.0,,,,,,,,,,,,,,,,,
Northern Cape,Crime detected as a result of police action,2021,2487.0,,,,,,,,,,,,,,,,,
Northern Cape,Kidnapping,2021,70.0,,,,,,,,,,,,,,,,,
Western Cape,Murder,2021,4109.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences,2021,7163.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted murder,2021,3669.0,,,,,,,,,,,,,,,,,
Western Cape,Assault with the intent to inflict grievous bodily harm,2021,21901.0,,,,,,,,,,,,,,,,,
Western Cape,Common assault,2021,37702.0,,,,,,,,,,,,,,,,,
Western Cape,Common robbery,2021,8221.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery with aggravating circumstances,2021,19292.0,,,,,,,,,,,,,,,,,
Western Cape,Contact crime (Crimes against the person),2021,102057.0,,,,,,,,,,,,,,,,,
Western Cape,Rape,2021,4843.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual assault,2021,1627.0,,,,,,,,,,,,,,,,,
Western Cape,Attempted sexual offences,2021,389.0,,,,,,,,,,,,,,,,,
Western Cape,Contact sexual offences,2021,304.0,,,,,,,,,,,,,,,,,
Western Cape,Carjacking,2021,2562.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at residential premises,2021,2667.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery at non-residential premises,2021,1610.0,,,,,,,,,,,,,,,,,
Western Cape,Robbery of cash in transit,2021,14.0,,,,,,,,,,,,,,,,,
Western Cape,Bank robbery,2021,7.0,,,,,,,,,,,,,,,,,
Western Cape,Truck hijacking,2021,93.0,,,,,,,,,,,,,,,,,
Western Cape,Arson,2021,711.0,,,,,,,,,,,,,,,,,
Western Cape,Malicious damage to property,2021,26339.0,,,,,,,,,,,,,,,,,
Western Cape,Contact-related crime,2021,27050.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at non-residential premises,2021,8209.0,,,,,,,,,,,,,,,,,
Western Cape,Burglary at residential premises,2021,26291.0,,,,,,,,,,,,,,,,,
Western Cape,Theft of motor vehicle and motorcycle,2021,4732.0,,,,,,,,,,,,,,,,,
Western Cape,Theft out of or from motor vehicle,2021,21532.0,,,,,,,,,,,,,,,,,
Western Cape,Stock-theft,2021,722.0,,,,,,,,,,,,,,,,,
Western Cape,Property-related crime,2021,61486.0,,,,,,,,,,,,,,,,,
Western Cape,All theft not mentioned elsewhere,2021,57543.0,,,,,,,,,,,,,,,,,
Western Cape,Commercial crime,2021,18415.0,,,,,,,,,,,,,,,,,
Western Cape,Shoplifting,2021,9004.0,,,,,,,,,,,,,,,,,
Western Cape,Other serious crime,2021,84962.0,,,,,,,,,,,,,,,,,
Western Cape,17 Community reported serious crime,2021,275555.0,,,,,,,,,,,,,,,,,
Western Cape,Drug-related crime,2021,60235.0,,,,,,,,,,,,,,,,,
Western Cape,Driving under the influence of alcohol or drugs,2021,5730.0,,,,,,,,,,,,,,,,,
Western Cape,Sexual offences detected as a result of police action,2021,33.0,,,,,,,,,,,,,,,,,
Western Cape,Crime detected as a result of police action,2021,68641.0,,,,,,,,,,,,,,,,,
Western Cape,Kidnapping,2021,1028.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Murder,2022,27494.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences,2022,53498.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted murder,2022,25131.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Assault with the intent to inflict grievous bodily harm,2022,169374.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common assault,2022,185374.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Common robbery,2022,47057.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery with aggravating circumstances,2022,146125.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact crime (Crimes against the person),2022,654053.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Rape,2022,42780.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual assault,2022,7483.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Attempted sexual offences,2022,2376.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact sexual offences,2022,859.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Carjacking,2022,22702.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at residential premises,2022,23065.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery at non-residential premises,2022,20054.0,,,,,,,,,,,,,,,,,
Republic of South Africa,TRIO Crime,2022,65821.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Robbery of cash in transit,2022,238.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Bank robbery,2022,4.0,,,,,,,,,,,,,,,,,
Eastern Cape,All theft not mentioned elsewhere,2022,4998.5,,,,,,,,,,,,,,,,,
Republic of South Africa,Arson,2022,3626.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Malicious damage to property,2022,115118.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Contact-related crime,2022,118744.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at non-residential premises,2022,62588.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Burglary at residential premises,2022,163493.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft of motor vehicle and motorcycle,2022,37461.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Theft out of or from motor vehicle,2022,87173.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Stock-theft,2022,25255.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Property-related crime,2022,375970.0,,,,,,,,,,,,,,,,,
Republic of South Africa,All theft not mentioned elsewhere,2022,275452.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Commercial crime,2022,112592.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Shoplifting,2022,49697.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Other serious crime,2022,437741.0,,,,,,,,,,,,,,,,,
Republic of South Africa,17 Community reported serious crime,2022,1586508.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Illegal possession of firearms and ammunition,2022,15649.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Driving under the influence of alcohol or drugs,2022,41768.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Sexual offences detected as a result of police action,2022,9589.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Crime detected as a result of police action,2022,229128.0,,,,,,,,,,,,,,,,,
Republic of South Africa,Kidnapping,2022,15342.0,,,,,,,,,,,,,,,,,
Eastern Cape,Murder,2022,5150.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual offences,2022,8269.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted murder,2022,2519.0,,,,,,,,,,,,,,,,,
Eastern Cape,Assault with the intent to inflict grievous bodily harm,2022,24218.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common assault,2022,15095.0,,,,,,,,,,,,,,,,,
Eastern Cape,Common robbery,2022,2903.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery with aggravating circumstances,2022,13021.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact crime (Crimes against the person),2022,71175.0,,,,,,,,,,,,,,,,,
Eastern Cape,Rape,2022,6829.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual assault,2022,913.0,,,,,,,,,,,,,,,,,
Eastern Cape,Attempted sexual offences,2022,419.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact sexual offences,2022,108.0,,,,,,,,,,,,,,,,,
Eastern Cape,Carjacking,2022,1866.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at residential premises,2022,2154.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery at non-residential premises,2022,2205.0,,,,,,,,,,,,,,,,,
Eastern Cape,TRIO Crime,2022,6225.0,,,,,,,,,,,,,,,,,
Eastern Cape,Robbery of cash in transit,2022,45.0,,,,,,,,,,,,,,,,,
Eastern Cape,Bank robbery,2022,2.0,,,,,,,,,,,,,,,,,
Eastern Cape,Truck hijacking,2022,176.0,,,,,,,,,,,,,,,,,
Eastern Cape,Arson,2022,583.0,,,,,,,,,,,,,,,,,
Eastern Cape,Malicious damage to property,2022,12874.0,,,,,,,,,,,,,,,,,
Eastern Cape,Contact-related crime,2022,13457.0,,,,,,,,,,,,,,,,,
Eastern Cape,Burglary at non-residential premises,2022,7698.0,,,,,,,,,,,,,,,,,
Eastern Cape,Burglary at residential premises,2022,18916.0,,,,,,,,,,,,,,,,,
Eastern Cape,Theft out of or from motor vehicle,2022,8681.0,,,,,,,,,,,,,,,,,
Eastern Cape,Stock-theft,2022,5561.0,,,,,,,,,,,,,,,,,
Eastern Cape,Property-related crime,2022,42549.0,,,,,,,,,,,,,,,,,
Eastern Cape,All theft not mentioned elsewhere,2022,25440.0,,,,,,,,,,,,,,,,,
Eastern Cape,Commercial crime,2022,10295.0,,,,,,,,,,,,,,,,,
Eastern Cape,Shoplifting,2022,3768.0,,,,,,,,,,,,,,,,,
Eastern Cape,Other serious crime,2022,39503.0,,,,,,,,,,,,,,,,,
Eastern Cape,17 Community reported serious crime,2022,166684.0,,,,,,,,,,,,,,,,,
Eastern Cape,Illegal possession of firearms and ammunition,2022,2038.0,,,,,,,,,,,,,,,,,
Eastern Cape,Drug-related crime,2022,11135.0,,,,,,,,,,,,,,,,,
Eastern Cape,Driving under the influence of alcohol or drugs,2022,2970.0,,,,,,,,,,,,,,,,,
Eastern Cape,Sexual offences detected as a result of police action,2022,18.0,,,,,,,,,,,,,,,,,
Eastern Cape,Crime detected as a result of police action,2022,16161.0,,,,,,,,,,,,,,,,,
Eastern Cape,Kidnapping,2022,784.0,,,,,,,,,,,,,,,,,
Free State,Murder,2022,979.0,,,,,,,,,,,,,,,,,
Free State,Sexual offences,2022,3415.0,,,,,,,,,,,,,,,,,
Free State,Attempted murder,2022,1326.0,,,,,,,,,,,,,,,,,
Free State,Assault with the intent to inflict grievous bodily harm,2022,12030.0,,,,,,,,,,,,,,,,,
Free State,Common assault,2022,15541.0,,,,,,,,,,,,,,,,,
Free State,Common robbery,2022,1945.0,,,,,,,,,,,,,,,,,
Free State,Robbery with aggravating circumstances,2022,4603.0,,,,,,,,,,,,,,,,,
Free State,Contact crime (Crimes against the person),2022,39839.0,,,,,,,,,,,,,,,,,
Free State,Rape,2022,2671.0,,,,,,,,,,,,,,,,,
Free State,Sexual assault,2022,488.0,,,,,,,,,,,,,,,,,
Free State,Attempted sexual offences,2022,163.0,,,,,,,,,,,,,,,,,
Free State,Contact sexual offences,2022,93.0,,,,,,,,,,,,,,,,,
Free State,Carjacking,2022,271.0,,,,,,,,,,,,,,,,,
Free State,Robbery at non-residential premises,2022,871.0,,,,,,,,,,,,,,,,,
Free State,TRIO Crime,2022,1780.0,,,,,,,,,,,,,,,,,
Free State,Robbery of cash in transit,2022,7.0,,,,,,,,,,,,,,,,,
Free State,Bank robbery,2022,0.0,,,,,,,,,,,,,,,,,
Free State,Truck hijacking,2022,53.0,,,,,,,,,,,,,,,,,
Free State,Arson,2022,142.0,,,,,,,,,,,,,,,,,
Free State,Malicious damage to property,2022,6985.0,,,,,,,,,,,,,,,,,
Free State,Contact-related crime,2022,7127.0,,,,,,,,,,,,,,,,,
